DES,T/K,V/cP,MCI,Avg Molar, omega
DES18,310.95,0.0569,0.064216981,135.86,4.3875
DES10,312.45,0.086,0.083269425,99.7,4.3641
DES40,300.85,0.361,0.362484209,207.24,5.7679
DES8,310.15,0.12,0.122023832,103.98,2.9856
DES39,293.85,0.847,0.812585271,168.09,5.0786
DES5,316.25,0.0129,0.011666578,74.48,2.9253
DES13,317.85,0.035,0.034607842,147.54,4.5794
DES19,293.05,0.1695,0.169620842,121.1,4.789
DES45,311.65,0.055,0.057014251,177.72,8.4242
DES43,310.15,0.074,0.075243047,193.22,5.9831
DES15,316.25,0.039,0.03841167,148.49,7.0204
DES28,299.35,0.455,0.441042423,201.94,6.8446
DES14,299.35,0.078,0.07777162,148.07,5.7999
DES42,299.35,0.155,0.15528363,207.0,4.7626
DES35,301.65,0.0693,0.067484129,103.72,4.329
DES5,313.25,0.0139,0.012895027,74.48,2.9253
DES12,294.65,0.093,0.09371758,146.7,3.3588
DES28,319.35,0.157,0.143930581,201.94,6.8446
DES43,306.25,0.089,0.089648182,193.22,5.9831
DES19,307.85,0.0732,0.074418837,121.1,4.789
DES13,310.95,0.045,0.045376482,147.54,4.5794
DES39,315.55,0.175,0.182309068,168.09,5.0786
DES6,313.15,0.149,0.126557984,115.87,1.607
DES34,313.95,0.0431,0.04274966,114.13,3.9275
DES36,311.65,0.384,0.382391305,128.94,3.0108
DES18,299.35,0.1097,0.114665655,135.86,4.3875
DES5,310.95,0.0149,0.013963274,74.48,2.9253
DES22,317.05,0.3414,0.401304335,179.6,4.5615
DES29,309.35,0.224,0.211475004,191.58,8.0651
DES6,321.65,0.103,0.083253118,115.87,1.607
DES27,295.45,0.669,0.653428066,218.5,5.6241
DES8,323.25,0.063,0.064217365,103.98,2.9856
DES9,303.25,0.16,0.159782065,101.61,3.6749
DES42,305.55,0.113,0.113390822,207.0,4.7626
DES12,293.05,0.101,0.102286454,146.7,3.3588
DES5,294.65,0.0259,0.026694832,74.48,2.9253
DES36,298.55,1.015,0.943013675,128.94,3.0108
DES7,294.65,0.399,0.39658977,107.78,2.2963
DES24,320.15,0.1792,0.192878342,145.13,5.9401
DES8,297.75,0.262,0.261342465,103.98,2.9856
DES45,307.85,0.066,0.067069104,177.72,8.4242
DES43,322.45,0.042,0.046174233,193.22,5.9831
DES34,318.65,0.0356,0.035365764,114.13,3.9275
DES11,311.65,0.04,0.041331745,144.91,2.1383
DES41,298.55,0.249,0.24620765,236.27,3.542
DES25,303.95,0.6225,0.534145067,134.52,6.6294
DES7,307.85,0.161,0.163452915,107.78,2.2963
DES19,293.85,0.1627,0.161223509,121.1,4.789
DES2,293.85,0.0479,0.050127309,87.66,1.7208
DES4,317.85,0.0139,0.012802838,77.58,2.5238
DES20,307.05,0.0802,0.079921404,109.3,5.1905
DES44,297.05,0.126,0.125610757,184.61,7.2036
DES28,317.05,0.174,0.160555191,201.94,6.8446
DES41,293.85,0.326,0.32586683,236.27,3.542
DES38,301.65,0.569,0.539561427,149.67,4.3893
DES42,297.05,0.179,0.176104357,207.0,4.7626
DES13,293.85,0.103,0.102563949,147.54,4.5794
DES34,305.55,0.0646,0.062233684,114.13,3.9275
DES37,305.55,0.504,0.476627241,138.15,3.7
DES40,321.65,0.094,0.108519929,207.24,5.7679
DES19,310.95,0.0623,0.064266666,121.1,4.789
DES42,311.65,0.084,0.085806447,207.0,4.7626
DES37,306.25,0.476,0.454278461,138.15,3.7
DES41,307.85,0.156,0.151247194,236.27,3.542
DES9,321.65,0.063,0.062063393,101.61,3.6749
DES19,299.35,0.1152,0.116140488,121.1,4.789
DES20,315.55,0.0522,0.053653115,109.3,5.1905
DES40,310.15,0.186,0.199263826,207.24,5.7679
DES38,294.65,1.0,0.952696449,149.67,4.3893
DES29,302.45,0.329,0.316663838,191.58,8.0651
DES18,313.95,0.0492,0.056248788,135.86,4.3875
DES18,317.85,0.0404,0.047778795,135.86,4.3875
DES38,313.25,0.246,0.250567998,149.67,4.3893
DES41,293.05,0.341,0.342704318,236.27,3.542
DES41,299.35,0.239,0.235320124,236.27,3.542
DES37,299.35,0.822,0.754587294,138.15,3.7
DES44,323.25,0.036,0.040204474,184.61,7.2036
DES37,303.95,0.569,0.533395519,138.15,3.7
DES40,301.65,0.34,0.342693597,207.24,5.7679
DES39,319.35,0.14,0.149046552,168.09,5.0786
DES44,304.75,0.085,0.085385395,184.61,7.2036
DES42,320.15,0.057,0.060677514,207.0,4.7626
DES23,320.15,0.2166,0.246115601,158.39,5.2508
DES19,297.05,0.1329,0.132645895,121.1,4.789
DES30,302.45,0.287,0.274600986,183.3,9.2857
DES15,320.95,0.034,0.032246627,148.49,7.0204
DES20,293.85,0.1672,0.169472838,109.3,5.1905
DES17,306.25,0.0844,0.093071604,159.48,3.986
DES33,315.55,0.0459,0.045427745,127.15,3.526
DES37,313.25,0.292,0.291381235,138.15,3.7
DES35,310.95,0.0449,0.043656327,103.72,4.329
DES15,296.25,0.095,0.094918106,148.49,7.0204
DES32,307.85,0.0824,0.078216308,147.97,3.1245
DES15,308.65,0.053,0.052366558,148.49,7.0204
DES35,319.35,0.0309,0.031017978,103.72,4.329
DES22,314.75,0.4082,0.463118752,179.6,4.5615
DES44,301.65,0.099,0.099126214,184.61,7.2036
DES41,316.25,0.105,0.103583917,236.27,3.542
DES14,296.25,0.092,0.091219083,148.07,5.7999
DES4,304.75,0.0209,0.020543124,77.58,2.5238
DES30,308.65,0.204,0.191874993,183.3,9.2857
DES17,295.45,0.1658,0.166764166,159.48,3.986
DES37,311.65,0.33,0.320775452,138.15,3.7
DES22,310.15,0.6021,0.629809293,179.6,4.5615
DES25,310.95,0.4141,0.32858903,134.52,6.6294
DES27,301.65,0.438,0.426233223,218.5,5.6241
DES30,322.45,0.108,0.098231766,183.3,9.2857
DES7,297.75,0.314,0.314696107,107.78,2.2963
DES11,317.85,0.032,0.032522828,144.91,2.1383
DES23,319.35,0.2282,0.257336296,158.39,5.2508
DES25,316.25,0.3139,0.237630718,134.52,6.6294
DES11,321.65,0.028,0.02836769,144.91,2.1383
DES23,297.85,1.2826,1.173230617,158.39,5.2508
DES42,314.75,0.073,0.075226946,207.0,4.7626
DES37,293.85,1.246,1.205337743,138.15,3.7
DES30,314.75,0.151,0.140000638,183.3,9.2857
DES19,294.65,0.1546,0.153367739,121.1,4.789
DES18,302.45,0.091,0.09706509,135.86,4.3875
DES29,293.05,0.608,0.606645563,191.58,8.0651
DES22,297.05,2.041,1.844296446,179.6,4.5615
DES20,295.45,0.1532,0.153090279,109.3,5.1905
DES4,307.05,0.0199,0.018782471,77.58,2.5238
DES24,296.25,1.0637,0.99206351,145.13,5.9401
DES12,297.75,0.078,0.079669392,146.7,3.3588
DES14,310.15,0.047,0.047435176,148.07,5.7999
DES32,317.05,0.0543,0.052162574,147.97,3.1245
DES32,305.55,0.0918,0.087410261,147.97,3.1245
DES28,300.15,0.435,0.418029202,201.94,6.8446
DES23,307.85,0.5351,0.530394862,158.39,5.2508
DES7,293.05,0.445,0.449873378,107.78,2.2963
DES5,303.95,0.0179,0.018089141,74.48,2.9253
DES32,301.65,0.1115,0.106639433,147.97,3.1245
DES3,293.05,0.0459,0.048146612,81.46,2.1223
DES30,306.25,0.231,0.219343121,183.3,9.2857
DES7,316.25,0.101,0.103671355,107.78,2.2963
DES11,307.05,0.048,0.050124552,144.91,2.1383
DES9,299.35,0.206,0.204193015,101.61,3.6749
DES12,307.05,0.051,0.051408052,146.7,3.3588
DES11,317.05,0.033,0.033504045,144.91,2.1383
DES17,317.85,0.0481,0.055486474,159.48,3.986
DES35,294.65,0.0993,0.098452781,103.72,4.329
DES33,297.75,0.1086,0.106415161,127.15,3.526
DES19,298.55,0.1206,0.121554051,121.1,4.789
DES34,317.85,0.0365,0.03649176,114.13,3.9275
DES40,298.55,0.433,0.428389803,207.24,5.7679
DES15,293.05,0.114,0.113156557,148.49,7.0204
DES3,311.65,0.0229,0.021213826,81.46,2.1223
DES2,303.95,0.0309,0.031225961,87.66,1.7208
DES35,308.65,0.0496,0.04832431,103.72,4.329
DES32,311.65,0.0693,0.065688392,147.97,3.1245
DES14,302.45,0.067,0.066866571,148.07,5.7999
DES11,307.85,0.047,0.048422556,144.91,2.1383
DES6,313.95,0.144,0.121343886,115.87,1.607
DES23,295.45,1.5885,1.464484572,158.39,5.2508
DES7,305.55,0.185,0.187563736,107.78,2.2963
DES23,317.05,0.2675,0.293621825,158.39,5.2508
DES32,320.95,0.0459,0.044667675,147.97,3.1245
DES25,322.45,0.2374,0.169081908,134.52,6.6294
DES10,306.25,0.117,0.115239189,99.7,4.3641
DES20,323.25,0.036,0.039058453,109.3,5.1905
DES9,304.75,0.147,0.146119699,101.61,3.6749
DES30,305.55,0.241,0.228332605,183.3,9.2857
DES37,320.15,0.193,0.198655703,138.15,3.7
DES43,297.05,0.143,0.142285226,193.22,5.9831
DES13,304.75,0.059,0.059388529,147.54,4.5794
DES45,320.95,0.036,0.039764527,177.72,8.4242
DES24,304.75,0.5165,0.501975622,145.13,5.9401
DES8,315.55,0.09,0.092223149,103.98,2.9856
DES29,320.15,0.135,0.123337564,191.58,8.0651
DES7,293.85,0.422,0.422138977,107.78,2.2963
DES6,294.45,0.434,0.417988903,115.87,1.607
DES22,300.15,1.514,1.384720802,179.6,4.5615
DES12,293.85,0.097,0.097876474,146.7,3.3588
DES20,310.15,0.0685,0.068659144,109.3,5.1905
DES43,308.65,0.08,0.080382344,193.22,5.9831
DES34,300.15,0.0843,0.081586186,114.13,3.9275
DES17,297.05,0.1493,0.151808594,159.48,3.986
DES41,303.25,0.195,0.190529573,236.27,3.542
DES30,309.35,0.197,0.184734413,183.3,9.2857
DES30,312.45,0.168,0.15704917,183.3,9.2857
DES41,301.65,0.212,0.20739228,236.27,3.542
DES33,311.65,0.0552,0.053615832,127.15,3.526
DES7,297.05,0.332,0.331100037,107.78,2.2963
DES2,319.35,0.0189,0.017276459,87.66,1.7208
DES23,304.75,0.6901,0.665238006,158.39,5.2508
DES14,314.75,0.04,0.039376601,148.07,5.7999
DES42,301.65,0.138,0.13763372,207.0,4.7626
DES42,322.45,0.052,0.055648881,207.0,4.7626
DES45,303.95,0.08,0.080079027,177.72,8.4242
DES40,316.25,0.128,0.142157699,207.24,5.7679
DES4,301.65,0.0239,0.023297394,77.58,2.5238
DES40,295.45,0.561,0.544333091,207.24,5.7679
DES27,306.25,0.337,0.321071028,218.5,5.6241
DES17,296.25,0.157,0.159052743,159.48,3.986
DES40,300.15,0.382,0.381046057,207.24,5.7679
DES23,305.55,0.6466,0.626516503,158.39,5.2508
DES8,293.85,0.349,0.346909441,103.98,2.9856
DES2,303.25,0.0319,0.032187185,87.66,1.7208
DES9,320.15,0.067,0.066333344,101.61,3.6749
DES18,293.05,0.1656,0.166047776,135.86,4.3875
DES11,313.95,0.037,0.037718534,144.91,2.1383
DES38,306.25,0.398,0.389245793,149.67,4.3893
DES6,297.85,0.347,0.324413434,115.87,1.607
DES25,293.05,1.3585,1.359722555,134.52,6.6294
DES2,308.65,0.0259,0.025688916,87.66,1.7208
DES19,297.75,0.1274,0.127309067,121.1,4.789
DES43,314.75,0.06,0.062023864,193.22,5.9831
DES34,319.35,0.0337,0.034419388,114.13,3.9275
DES44,299.35,0.111,0.111315793,184.61,7.2036
DES24,317.05,0.2169,0.228695074,145.13,5.9401
DES37,313.95,0.276,0.27964055,138.15,3.7
DES17,294.65,0.1735,0.174980505,159.48,3.986
DES44,322.45,0.037,0.041366852,184.61,7.2036
DES20,297.75,0.1344,0.133022267,109.3,5.1905
DES28,321.65,0.14,0.129547854,201.94,6.8446
DES6,315.45,0.134,0.112316439,115.87,1.607
DES29,304.75,0.287,0.275135339,191.58,8.0651
DES20,307.85,0.077,0.076789875,109.3,5.1905
DES43,307.85,0.083,0.083319961,193.22,5.9831
DES14,316.25,0.038,0.037157694,148.07,5.7999
DES33,294.65,0.1274,0.127098542,127.15,3.526
DES13,319.35,0.033,0.032743643,147.54,4.5794
DES25,305.55,0.5671,0.474862887,134.52,6.6294
DES22,313.95,0.4341,0.487541192,179.6,4.5615
DES8,302.45,0.188,0.191480746,103.98,2.9856
DES2,309.35,0.0259,0.024982426,87.66,1.7208
DES39,306.25,0.32,0.318406507,168.09,5.0786
DES13,307.85,0.051,0.051740586,147.54,4.5794
DES35,311.65,0.0431,0.042358088,103.72,4.329
DES8,320.95,0.07,0.071435259,103.98,2.9856
DES28,320.15,0.151,0.138693712,201.94,6.8446
DES36,304.75,0.623,0.59601673,128.94,3.0108
DES11,312.45,0.039,0.04002298,144.91,2.1383
DES24,297.05,0.9918,0.924700947,145.13,5.9401
DES41,321.65,0.082,0.083258444,236.27,3.542
DES43,320.15,0.047,0.0502571,193.22,5.9831
DES10,310.95,0.093,0.089789253,99.7,4.3641
DES23,300.15,1.0384,0.960667684,158.39,5.2508
DES39,302.45,0.426,0.4128374,168.09,5.0786
DES5,300.95,0.0199,0.020383574,74.48,2.9253
DES25,317.05,0.3033,0.226922132,134.52,6.6294
DES34,295.45,0.1068,0.105601727,114.13,3.9275
DES40,320.95,0.099,0.112230971,207.24,5.7679
DES4,298.55,0.0269,0.026586081,77.58,2.5238
DES43,294.65,0.164,0.162623245,193.22,5.9831
DES10,300.95,0.159,0.156925486,99.7,4.3641
DES36,322.45,0.197,0.212535685,128.94,3.0108
DES13,313.25,0.042,0.04132973,147.54,4.5794
DES5,293.85,0.0269,0.02768059,74.48,2.9253
DES32,296.25,0.1471,0.143890693,147.97,3.1245
DES33,304.75,0.0768,0.073824915,127.15,3.526
DES34,300.95,0.0805,0.078250121,114.13,3.9275
DES38,303.95,0.475,0.456403353,149.67,4.3893
DES25,308.65,0.4721,0.382419836,134.52,6.6294
DES42,307.85,0.101,0.1017437,207.0,4.7626
DES34,297.85,0.0946,0.092306487,114.13,3.9275
